timestamp,temp_c,humidity_pct,lux,vpd_kpa,y,y_label
2026-01-01 04:14:00,28.61,61.27,2383.0,1.517,1,alert
2026-01-01 04:16:00,27.29,60.93,1395.0,1.417,0,normal
2026-01-01 04:18:00,28.22,61.89,2012.0,1.459,0,normal
2026-01-01 04:20:00,28.57,60.02,1768.0,1.562,1,alert
2026-01-01 04:22:00,29.39,62.16,1701.0,1.55,1,alert
2026-01-01 04:24:00,28.69,61.05,1348.0,1.532,1,alert
2026-01-01 04:26:00,27.9,59.2,2012.0,1.534,1,alert
2026-01-01 04:28:00,30.84,64.3,2611.0,1.589,1,alert
2026-01-01 04:30:00,28.74,61.18,1868.0,1.532,1,alert
2026-01-01 04:32:00,29.71,58.67,2166.0,1.724,1,alert
2026-01-01 04:34:00,28.66,62.05,2357.0,1.491,0,normal
2026-01-01 04:36:00,29.07,62.39,2019.0,1.512,1,alert
2026-01-01 04:38:00,29.62,57.52,2739.0,1.764,1,alert
2026-01-01 04:40:00,30.01,62.48,2945.0,1.593,1,alert
2026-01-01 04:42:00,29.3,59.45,1604.0,1.653,1,alert
2026-01-01 04:44:00,29.46,66.25,2193.0,1.388,0,normal
2026-01-01 04:46:00,28.52,63.85,2191.0,1.409,0,normal
2026-01-01 04:48:00,28.1,61.78,1738.0,1.453,0,normal
2026-01-01 04:50:00,28.66,60.59,1431.0,1.548,1,alert
2026-01-01 04:52:00,29.67,61.58,2471.0,1.6,1,alert
2026-01-01 04:54:00,28.67,63.97,2275.0,1.416,0,normal
2026-01-01 04:56:00,29.4,61.94,1635.0,1.56,1,alert
2026-01-01 04:58:00,29.91,61.15,2008.0,1.64,1,alert
2026-01-01 05:00:00,28.43,62.72,2999.0,1.445,0,normal
2026-01-01 05:02:00,28.13,61.25,2064.0,1.476,0,normal
2026-01-01 05:04:00,28.58,61.63,1824.0,1.5,1,alert
2026-01-01 05:06:00,29.16,56.92,2269.0,1.741,1,alert
2026-01-01 05:08:00,28.85,64.75,3191.0,1.399,0,normal
2026-01-01 05:10:00,30.0,62.37,2229.0,1.596,1,alert
2026-01-01 05:12:00,29.42,60.04,2611.0,1.64,1,alert
2026-01-01 05:14:00,29.13,66.89,2640.0,1.337,0,normal
2026-01-01 05:16:00,27.75,88.18,2134.0,0.44,1,alert
2026-01-01 05:18:00,28.11,60.16,2745.0,1.516,1,alert
2026-01-01 05:20:00,29.02,64.34,1872.0,1.43,0,normal
2026-01-01 05:22:00,27.48,64.12,2764.0,1.316,0,normal
2026-01-01 05:24:00,29.94,62.63,2572.0,1.58,1,alert
2026-01-01 05:26:00,28.98,61.16,2493.0,1.554,1,alert
2026-01-01 05:28:00,31.41,61.88,1838.0,1.753,1,alert
2026-01-01 05:30:00,31.18,60.24,3054.0,1.804,1,alert
2026-01-01 05:32:00,28.91,63.65,2294.0,1.448,0,normal
2026-01-01 05:34:00,28.8,57.56,1910.0,1.681,1,alert
2026-01-01 05:36:00,29.64,60.73,1818.0,1.633,1,alert
2026-01-01 05:38:00,30.58,65.55,2635.0,1.511,1,alert
2026-01-01 05:40:00,28.03,60.86,2944.0,1.482,0,normal
2026-01-01 05:42:00,27.45,61.61,1817.0,1.405,0,normal
2026-01-01 05:44:00,28.67,61.27,2438.0,1.522,1,alert
2026-01-01 05:46:00,29.57,58.81,2264.0,1.706,1,alert
2026-01-01 05:48:00,29.71,56.24,2751.0,1.826,1,alert
2026-01-01 05:50:00,29.93,61.05,2151.0,1.646,1,alert
2026-01-01 05:52:00,28.46,62.85,2992.0,1.442,0,normal
2026-01-01 05:54:00,27.47,62.97,2695.0,1.357,0,normal
2026-01-01 05:56:00,30.24,61.07,3360.0,1.675,1,alert
2026-01-01 05:58:00,28.36,62.67,1950.0,1.441,0,normal
2026-01-01 06:00:00,27.6,65.57,2368.0,1.272,0,normal
2026-01-01 06:02:00,29.14,61.61,1931.0,1.551,1,alert
2026-01-01 06:04:00,30.29,59.97,3552.0,1.727,1,alert
2026-01-01 06:06:00,29.43,61.21,3119.0,1.592,1,alert
2026-01-01 06:08:00,28.77,63.75,2104.0,1.433,0,normal
2026-01-01 06:10:00,29.32,65.51,2838.0,1.407,0,normal
2026-01-01 06:12:00,29.36,85.38,3438.0,0.598,1,alert
2026-01-01 06:14:00,28.47,62.73,3088.0,1.448,0,normal
2026-01-01 06:16:00,28.88,63.08,2781.0,1.469,0,normal
2026-01-01 06:18:00,29.67,59.28,2254.0,1.695,1,alert
2026-01-01 06:20:00,29.41,61.96,2025.0,1.56,1,alert
2026-01-01 06:22:00,29.9,57.95,3685.0,1.775,1,alert
2026-01-01 06:24:00,28.9,57.79,,1.68,,
2026-01-01 06:26:00,29.46,62.8,3082.0,1.53,1,alert
2026-01-01 06:28:00,27.72,61.96,2653.0,1.414,0,normal
2026-01-01 06:30:00,29.59,62.3,2611.0,1.563,1,alert
2026-01-01 06:32:00,,61.0,3285.0,,,
2026-01-01 06:34:00,28.66,59.91,3743.0,1.575,1,alert
2026-01-01 06:36:00,29.21,61.91,3182.0,1.544,1,alert
2026-01-01 06:38:00,30.05,58.43,3498.0,1.769,1,alert
2026-01-01 06:40:00,30.65,64.63,3047.0,1.558,1,alert
2026-01-01 06:42:00,28.78,58.88,1809.0,1.627,1,alert
2026-01-01 06:44:00,28.84,61.75,2318.0,1.518,1,alert
2026-01-01 06:46:00,28.35,59.92,3882.0,1.546,1,alert
2026-01-01 06:48:00,29.78,63.09,3100.0,1.547,1,alert
2026-01-01 06:50:00,30.96,60.13,2111.0,1.787,1,alert
2026-01-01 06:52:00,29.68,60.43,2397.0,1.648,1,alert
2026-01-01 06:54:00,29.82,63.77,3463.0,1.522,1,alert
2026-01-01 06:56:00,29.66,61.81,2226.0,1.589,1,alert
2026-01-01 06:58:00,29.48,63.13,2406.0,1.518,1,alert
2026-01-01 07:00:00,29.09,59.61,3083.0,1.626,1,alert
2026-01-01 07:02:00,30.42,57.76,3127.0,1.837,1,alert
2026-01-01 07:04:00,30.0,61.79,3261.0,1.621,1,alert
2026-01-01 07:06:00,29.5,61.02,2326.0,1.607,1,alert
2026-01-01 07:08:00,29.2,63.56,3767.0,1.477,0,normal
2026-01-01 07:10:00,30.6,,2468.0,,,
2026-01-01 07:12:00,30.19,61.92,2699.0,1.633,1,alert
2026-01-01 07:14:00,29.53,57.74,3626.0,1.745,1,alert
2026-01-01 07:16:00,30.7,65.81,3364.0,1.51,1,alert
2026-01-01 07:18:00,29.7,61.28,4030.0,1.614,1,alert
2026-01-01 07:20:00,29.27,63.69,3301.0,1.477,0,normal
2026-01-01 07:22:00,29.28,59.85,3251.0,1.634,1,alert
2026-01-01 07:24:00,28.05,63.44,2142.0,1.386,0,normal
2026-01-01 07:26:00,30.06,58.21,2628.0,1.779,1,alert
2026-01-01 07:28:00,28.18,63.72,2530.0,1.386,0,normal
2026-01-01 07:30:00,28.69,61.4,2580.0,1.519,1,alert
2026-01-01 07:32:00,28.49,62.48,4049.0,1.459,0,normal
2026-01-01 07:34:00,29.71,63.42,2809.0,1.526,1,alert
2026-01-01 07:36:00,29.97,58.44,3756.0,1.76,1,alert
2026-01-01 07:38:00,29.73,59.94,3417.0,1.674,1,alert
2026-01-01 07:40:00,29.21,63.11,3559.0,1.496,0,normal
2026-01-01 07:42:00,37.03,67.32,3291.0,2.054,2,alarm
2026-01-01 07:44:00,30.37,60.93,3356.0,1.693,1,alert
2026-01-01 07:46:00,29.43,,2954.0,,,
2026-01-01 07:48:00,29.96,36.24,2501.0,2.699,2,alarm
2026-01-01 07:50:00,29.37,66.72,3569.0,1.362,0,normal
2026-01-01 07:52:00,29.98,57.13,2792.0,1.817,1,alert
2026-01-01 07:54:00,30.73,61.28,2402.0,1.713,1,alert
2026-01-01 07:56:00,30.48,57.13,3263.0,1.869,1,alert
2026-01-01 07:58:00,29.44,55.55,2559.0,1.826,1,alert
2026-01-01 08:00:00,30.49,61.93,4177.0,1.661,1,alert
2026-01-01 08:02:00,30.14,61.75,5000.0,1.636,2,alarm
2026-01-01 08:04:00,30.31,60.58,4199.0,1.702,1,alert
2026-01-01 08:06:00,29.65,61.42,2876.0,1.604,1,alert
2026-01-01 08:08:00,29.5,69.52,2172.0,1.257,0,normal
2026-01-01 08:10:00,,60.55,4107.0,,,
2026-01-01 08:12:00,29.28,63.18,3299.0,1.498,0,normal
2026-01-01 08:14:00,29.55,60.12,4334.0,1.649,1,alert
2026-01-01 08:16:00,29.33,62.61,4620.0,1.526,1,alert
2026-01-01 08:18:00,29.04,61.45,4091.0,1.547,1,alert
2026-01-01 08:20:00,28.94,61.08,2764.0,1.554,1,alert
2026-01-01 08:22:00,30.08,65.97,2851.0,1.45,0,normal
2026-01-01 08:24:00,29.56,64.68,3853.0,1.461,0,normal
2026-01-01 08:26:00,30.32,61.62,2702.0,1.659,1,alert
2026-01-01 08:28:00,29.92,55.75,2657.0,1.869,1,alert
2026-01-01 08:30:00,28.63,61.38,3567.0,1.514,1,alert
2026-01-01 08:32:00,30.89,67.69,4113.0,1.442,0,normal
2026-01-01 08:34:00,30.97,60.3,3953.0,1.781,1,alert
2026-01-01 08:36:00,29.4,64.58,3470.0,1.452,0,normal
2026-01-01 08:38:00,30.2,64.94,2503.0,1.505,1,alert
2026-01-01 08:40:00,29.64,62.22,3901.0,1.571,1,alert
2026-01-01 08:42:00,30.6,58.99,4653.0,1.801,1,alert
2026-01-01 08:44:00,28.89,56.03,2553.0,1.75,1,alert
2026-01-01 08:46:00,28.74,63.92,3327.0,1.424,0,normal
2026-01-01 08:48:00,30.06,59.38,3965.0,1.73,1,alert
2026-01-01 08:50:00,30.25,61.74,3875.0,1.647,1,alert
2026-01-01 08:52:00,30.03,58.31,3859.0,1.772,1,alert
2026-01-01 08:54:00,29.38,61.16,3762.0,1.59,1,alert
2026-01-01 08:56:00,29.81,61.64,3109.0,1.61,1,alert
2026-01-01 08:58:00,30.32,61.93,2994.0,1.645,1,alert
2026-01-01 09:00:00,30.41,58.41,4145.0,1.807,1,alert
2026-01-01 09:02:00,30.58,64.09,4091.0,1.576,1,alert
2026-01-01 09:04:00,29.97,59.97,4353.0,1.696,1,alert
2026-01-01 09:06:00,31.49,56.36,4509.0,2.016,2,alarm
2026-01-01 09:08:00,29.3,61.59,3352.0,1.566,1,alert
2026-01-01 09:10:00,30.74,61.08,3710.0,1.723,1,alert
2026-01-01 09:12:00,31.43,60.98,4182.0,1.796,1,alert
2026-01-01 09:14:00,30.79,64.37,3860.0,1.582,1,alert
2026-01-01 09:16:00,30.31,60.66,4092.0,1.699,1,alert
2026-01-01 09:18:00,30.09,61.08,4247.0,1.66,1,alert
2026-01-01 09:20:00,31.43,57.82,4583.0,1.942,1,alert
2026-01-01 09:22:00,29.08,64.04,3191.0,1.448,0,normal
2026-01-01 09:24:00,29.44,62.23,3150.0,1.551,1,alert
2026-01-01 09:26:00,29.72,60.55,2636.0,1.647,1,alert
2026-01-01 09:28:00,31.34,55.87,3559.0,2.021,2,alarm
2026-01-01 09:30:00,30.28,64.87,2469.0,1.515,1,alert
2026-01-01 09:32:00,29.56,58.63,3470.0,1.711,1,alert
2026-01-01 09:34:00,30.13,59.87,3631.0,1.716,1,alert
2026-01-01 09:36:00,29.71,62.5,3040.0,1.565,1,alert
2026-01-01 09:38:00,29.79,58.57,3505.0,1.737,1,alert
2026-01-01 09:40:00,30.74,57.25,2375.0,1.893,1,alert
2026-01-01 09:42:00,28.91,56.77,2491.0,1.723,1,alert
2026-01-01 09:44:00,31.89,62.09,4381.0,1.791,1,alert
2026-01-01 09:46:00,30.9,59.52,3102.0,1.809,1,alert
2026-01-01 09:48:00,31.05,68.12,2891.0,1.436,0,normal
2026-01-01 09:50:00,30.01,58.93,3524.0,1.744,1,alert
2026-01-01 09:52:00,30.5,58.82,4399.0,1.798,1,alert
2026-01-01 09:54:00,29.07,60.57,2990.0,1.586,1,alert
2026-01-01 09:56:00,30.06,62.0,3813.0,1.618,1,alert
2026-01-01 09:58:00,30.58,59.9,2884.0,1.76,1,alert
2026-01-01 10:00:00,31.03,62.33,2361.0,1.695,1,alert
2026-01-01 10:02:00,29.61,59.21,3840.0,1.692,1,alert
2026-01-01 10:04:00,30.22,57.84,3879.0,1.811,1,alert
2026-01-01 10:06:00,30.39,56.69,3867.0,1.879,1,alert
2026-01-01 10:08:00,29.53,56.14,4396.0,1.812,1,alert
2026-01-01 10:10:00,31.21,59.4,4761.0,1.846,1,alert
2026-01-01 10:12:00,29.9,60.72,3729.0,1.657,1,alert
2026-01-01 10:14:00,30.18,59.73,3258.0,1.727,1,alert
2026-01-01 10:16:00,30.29,64.35,4353.0,1.538,1,alert
2026-01-01 10:18:00,29.7,64.66,3220.0,1.474,0,normal
2026-01-01 10:20:00,30.46,60.3,3631.0,1.729,1,alert
2026-01-01 10:22:00,29.86,57.01,2372.0,1.809,1,alert
2026-01-01 10:24:00,29.87,60.08,2703.0,1.681,1,alert
2026-01-01 10:26:00,30.13,59.83,4554.0,1.717,1,alert
2026-01-01 10:28:00,30.99,59.17,4653.0,1.834,1,alert
2026-01-01 10:30:00,31.99,58.48,4327.0,1.973,1,alert
2026-01-01 10:32:00,30.49,59.48,3294.0,1.768,1,alert
2026-01-01 10:34:00,31.02,59.83,2820.0,1.806,1,alert
2026-01-01 10:36:00,29.06,60.39,2677.0,1.592,1,alert
2026-01-01 10:38:00,30.43,61.67,3043.0,1.667,1,alert
2026-01-01 10:40:00,29.65,62.52,3768.0,1.559,1,alert
2026-01-01 10:42:00,29.5,59.43,4342.0,1.673,1,alert
2026-01-01 10:44:00,30.08,64.54,4290.0,1.511,1,alert
2026-01-01 10:46:00,31.37,58.14,3368.0,1.921,1,alert
2026-01-01 10:48:00,31.54,56.44,4743.0,2.018,2,alarm
2026-01-01 10:50:00,30.86,61.84,4263.0,1.701,1,alert
2026-01-01 10:52:00,29.26,59.81,3591.0,1.635,1,alert
2026-01-01 10:54:00,30.41,61.96,3867.0,1.653,1,alert
2026-01-01 10:56:00,30.75,54.94,3659.0,1.996,1,alert
2026-01-01 10:58:00,30.56,64.55,3333.0,1.553,1,alert
2026-01-01 11:00:00,28.89,63.75,3176.0,1.443,0,normal
2026-01-01 11:02:00,29.97,57.67,4271.0,1.793,1,alert
2026-01-01 11:04:00,30.08,57.66,2513.0,1.805,1,alert
2026-01-01 11:06:00,30.68,65.18,2813.0,1.536,1,alert
2026-01-01 11:08:00,28.36,60.54,2477.0,1.523,1,alert
2026-01-01 11:10:00,30.06,59.28,2650.0,1.734,1,alert
2026-01-01 11:12:00,30.87,55.22,4542.0,1.997,1,alert
2026-01-01 11:14:00,31.36,59.71,4236.0,1.848,1,alert
2026-01-01 11:16:00,31.11,60.17,3750.0,1.801,1,alert
2026-01-01 11:18:00,30.69,62.78,2734.0,1.643,1,alert
2026-01-01 11:20:00,29.89,57.97,3649.0,1.772,1,alert
2026-01-01 11:22:00,29.0,58.2,3655.0,1.675,1,alert
2026-01-01 11:24:00,29.98,62.54,2911.0,1.588,1,alert
2026-01-01 11:26:00,31.29,63.14,3519.0,1.684,1,alert
2026-01-01 11:28:00,31.59,56.52,3449.0,2.02,2,alarm
2026-01-01 11:30:00,31.27,63.34,4271.0,1.672,1,alert
2026-01-01 11:32:00,31.02,60.88,4164.0,1.759,1,alert
2026-01-01 11:34:00,30.47,63.85,2565.0,1.576,1,alert
2026-01-01 11:36:00,30.06,61.19,3536.0,1.652,1,alert
2026-01-01 11:38:00,30.53,54.78,4010.0,1.978,1,alert
2026-01-01 11:40:00,31.95,59.85,3930.0,1.904,1,alert
2026-01-01 11:42:00,30.05,64.02,4693.0,1.531,1,alert
2026-01-01 11:44:00,31.96,57.99,4128.0,1.993,1,alert
2026-01-01 11:46:00,30.07,60.39,2973.0,1.687,1,alert
2026-01-01 11:48:00,31.19,60.25,2440.0,1.805,1,alert
2026-01-01 11:50:00,29.49,54.46,3936.0,1.877,1,alert
2026-01-01 11:52:00,30.57,65.24,2387.0,1.524,1,alert
2026-01-01 11:54:00,30.04,59.12,3986.0,1.739,1,alert
2026-01-01 11:56:00,29.75,62.82,5000.0,1.555,2,alarm
2026-01-01 11:58:00,30.88,,4273.0,,,
2026-01-01 12:00:00,31.32,63.75,3566.0,1.659,1,alert
2026-01-01 12:02:00,30.01,62.41,4183.0,1.596,1,alert
2026-01-01 12:04:00,29.26,61.26,3375.0,1.575,1,alert
2026-01-01 12:06:00,30.5,58.86,3782.0,1.796,1,alert
2026-01-01 12:08:00,30.75,62.95,4735.0,1.641,1,alert
2026-01-01 12:10:00,30.89,56.18,3371.0,1.957,1,alert
2026-01-01 12:12:00,31.61,62.05,4876.0,1.765,2,alarm
2026-01-01 12:14:00,30.76,58.2,4690.0,1.852,1,alert
2026-01-01 12:16:00,31.71,63.51,2691.0,1.707,1,alert
2026-01-01 12:18:00,30.44,61.54,2784.0,1.673,1,alert
2026-01-01 12:20:00,29.9,63.07,2588.0,1.559,1,alert
2026-01-01 12:22:00,28.89,62.27,2579.0,1.502,1,alert
2026-01-01 12:24:00,30.14,56.94,3043.0,1.841,1,alert
2026-01-01 12:26:00,30.38,59.02,4063.0,1.777,1,alert
2026-01-01 12:28:00,30.83,62.59,2293.0,1.664,1,alert
2026-01-01 12:30:00,30.78,61.35,3247.0,1.715,1,alert
2026-01-01 12:32:00,29.87,64.43,4766.0,1.498,0,normal
2026-01-01 12:34:00,30.41,62.16,2845.0,1.644,1,alert
2026-01-01 12:36:00,31.25,58.23,4338.0,1.903,1,alert
2026-01-01 12:38:00,31.64,58.43,3268.0,1.936,1,alert
2026-01-01 12:40:00,30.93,61.1,2715.0,1.741,1,alert
2026-01-01 12:42:00,31.29,54.85,4208.0,2.062,2,alarm
2026-01-01 12:44:00,30.79,65.12,4450.0,1.548,1,alert
2026-01-01 12:46:00,31.05,61.88,4445.0,1.717,1,alert
2026-01-01 12:48:00,31.71,63.44,4352.0,1.71,1,alert
2026-01-01 12:50:00,29.69,57.64,4552.0,1.766,1,alert
2026-01-01 12:52:00,30.15,64.43,3347.0,1.522,1,alert
2026-01-01 12:54:00,29.67,67.18,2938.0,1.367,0,normal
2026-01-01 12:56:00,31.02,57.49,4390.0,1.912,1,alert
2026-01-01 12:58:00,31.7,62.31,4422.0,1.762,1,alert
2026-01-01 13:00:00,30.37,61.19,4974.0,1.682,2,alarm
2026-01-01 13:02:00,28.54,58.42,3448.0,1.622,1,alert
2026-01-01 13:04:00,30.13,62.56,3490.0,1.601,1,alert
2026-01-01 13:06:00,31.42,62.64,4340.0,1.72,1,alert
2026-01-01 13:08:00,30.85,59.39,3372.0,1.809,1,alert
2026-01-01 13:10:00,31.13,63.64,4766.0,1.646,1,alert
2026-01-01 13:12:00,30.56,56.9,4758.0,1.888,1,alert
2026-01-01 13:14:00,29.44,58.01,3518.0,1.725,1,alert
2026-01-01 13:16:00,31.02,61.14,4051.0,1.748,1,alert
2026-01-01 13:18:00,30.06,61.44,4512.0,1.641,1,alert
2026-01-01 13:20:00,31.88,58.49,2580.0,1.961,1,alert
